State,Educated People,Unemployed People,Unemployment Rate %
Punjab,7000,818,11.685714285714285
Mizoram,1611,342,21.22905027932961
Kerala,2711,367,13.537440059018813
Arunachal Pradesh,9734,2225,22.858023423053215
Uttar Pradesh,3138,911,29.03123008285532
Arunachal Pradesh,4315,522,12.097334878331402
Maharashtra,7816,1964,25.127942681678604
Gujarat,2364,441,18.654822335025383
Uttar Pradesh,5121,1094,21.363015036125756
Tripura,6635,1182,17.81461944235117
Maharashtra,9311,2176,23.370207281709806
Gujarat,8156,1938,23.761647866601276
Punjab,815,110,13.496932515337424
Mizoram,9955,1248,12.536413862380712
Telangana,4052,683,16.85587364264561
Uttarakhand,530,97,18.30188679245283
Bihar,2109,514,24.371740161213847
Uttarakhand,6735,1922,28.53749072011878
Manipur,4496,1317,29.29270462633452
Uttarakhand,1872,490,26.175213675213676
Assam,8620,1336,15.498839907192574
Goa,1866,305,16.345123258306536
Uttar Pradesh,3451,908,26.311214140828742
Haryana,2825,495,17.52212389380531
Meghalaya,1096,245,22.354014598540147
Manipur,3463,461,13.312157089228993
Bihar,5453,1609,29.506693563176235
Rajasthan,5795,1212,20.914581535806732
Haryana,6041,1026,16.983943055785467
Tamil Nadu,9543,1237,12.962380802682594
Haryana,1182,232,19.627749576988155
Punjab,2049,538,26.256710590531966
Gujarat,3151,864,27.419866708981278
Uttar Pradesh,1965,270,13.740458015267176
Punjab,7734,1128,14.584949573312645
Telangana,7706,2211,28.69192836750584
Nagaland,4805,966,20.104058272632674
Kerala,3137,910,29.00860694931463
Bihar,8125,1579,19.433846153846154
Maharashtra,8413,1665,19.790799952454535
Uttarakhand,9617,1295,13.465737756056983
Telangana,5934,1739,29.305695989214698
Tripura,2447,606,24.76501838986514
West Bengal,5450,1304,23.926605504587155
Tripura,5688,1198,21.061884669479607
Chhattisgarh,8631,1089,12.61730969760167
Sikkim,3803,403,10.596897186431764
Punjab,7822,1397,17.859882383022242
Tamil Nadu,9966,1140,11.43889223359422
Uttar Pradesh,1373,364,26.511289147851418
Gujarat,2731,482,17.64921274258513
Kerala,2120,305,14.38679245283019
Manipur,6015,1493,24.82128013300083
Odisha,4794,704,14.685022945348353
Uttar Pradesh,848,129,15.212264150943398
Madhya Pradesh,4854,1012,20.84878450762258
Bihar,6894,790,11.459239918769946
Goa,7567,1514,20.007929166116032
Haryana,5011,1456,29.0560766314109
Manipur,7808,1569,20.094774590163937
Kerala,4404,703,15.962761126248864
Jharkhand,5363,877,16.352787618870035
Kerala,5259,1568,29.81555428788743
Mizoram,6265,693,11.06145251396648
West Bengal,8884,2281,25.675371454299867
Haryana,6654,1893,28.44905320108206
West Bengal,2867,365,12.731077781653296
Arunachal Pradesh,2758,473,17.15010877447426
Odisha,4712,989,20.988964346349746
Sikkim,1662,372,22.382671480144403
Andhra Pradesh,8409,2314,27.518135331192774
Sikkim,7745,2304,29.74822466107166
Tripura,2487,443,17.812625653397667
Jharkhand,4120,1143,27.742718446601945
Himachal Pradesh,6135,1219,19.86960065199674
Odisha,3991,430,10.774242044600351
Kerala,9659,1592,16.482037477999793
Sikkim,3306,811,24.53115547489413
Punjab,8252,1440,17.4503150751333
Nagaland,5628,923,16.400142146410804
Telangana,965,157,16.269430051813472
Meghalaya,2501,625,24.99000399840064
Bihar,1904,350,18.38235294117647
Karnataka,8377,2188,26.119135728781185
Tripura,9937,2874,28.922209922511826
Sikkim,2479,682,27.511093182734975
Uttarakhand,1220,236,19.34426229508197
Sikkim,5037,1392,27.635497319833235
Manipur,8040,2093,26.03233830845771
Meghalaya,1354,302,22.304283604135893
Arunachal Pradesh,9431,1947,20.64468243028311
Madhya Pradesh,5463,1068,19.549697968149367
Kerala,9284,1837,19.786729857819903
Uttar Pradesh,617,92,14.910858995137763
Haryana,1827,226,12.370005473453748
Kerala,950,191,20.105263157894736
Uttarakhand,511,146,28.57142857142857
Maharashtra,4812,935,19.430590191188696
Assam,8204,1142,13.920039005363238
Arunachal Pradesh,6772,1357,20.038393384524515
Mizoram,8112,2280,28.106508875739642
Arunachal Pradesh,6731,1689,25.092853959292828
Mizoram,5109,748,14.640829908005482
Arunachal Pradesh,849,175,20.61248527679623
Arunachal Pradesh,4643,1231,26.51303036829636
Madhya Pradesh,8282,1380,16.662641873943492
Gujarat,6874,1849,26.898457957521092
Himachal Pradesh,1760,356,20.227272727272727
Himachal Pradesh,934,231,24.73233404710921
Maharashtra,9669,1056,10.921501706484642
Karnataka,6855,1699,24.78482859226842
Punjab,9199,1805,19.621698010653333
Odisha,1250,274,21.92
Andhra Pradesh,2377,401,16.870004206983594
Telangana,1046,282,26.95984703632887
Chhattisgarh,8149,2114,25.941833353785743
Tamil Nadu,7539,1193,15.82437989123226
Andhra Pradesh,8143,2221,27.274960088419505
Goa,861,187,21.718931475029034
Meghalaya,3545,1050,29.619181946403383
Punjab,1317,277,21.032649962034927
Meghalaya,711,99,13.924050632911392
Punjab,3367,897,26.640926640926644
Uttar Pradesh,9493,2276,23.975560939639735
Madhya Pradesh,7800,1983,25.42307692307692
Maharashtra,6887,1171,17.003049223174095
Karnataka,8763,1596,18.212940773707633
Rajasthan,1964,309,15.733197556008147
Jharkhand,6258,1401,22.387344199424735
Mizoram,3111,635,20.411443265830922
Gujarat,8915,2470,27.706113292204147
Sikkim,6705,1091,16.271439224459357
Bihar,5297,982,18.538795544647915
Mizoram,9398,1753,18.652904873377317
Andhra Pradesh,7597,955,12.57075161247861
Arunachal Pradesh,1677,208,12.4031007751938
Odisha,6376,1165,18.27164366373902
Andhra Pradesh,6509,866,13.304655092948225
Kerala,9073,2112,23.2778573790367
West Bengal,6521,1446,22.174513111485968
Odisha,7319,1812,24.757480530127065
Odisha,5864,670,11.425648021828104
Uttar Pradesh,6312,1745,27.64575411913815
Tamil Nadu,7717,771,9.990929117532719
Meghalaya,4583,663,14.466506655029457
Meghalaya,1989,329,16.540975364504774
Haryana,2751,597,21.701199563794983
West Bengal,3990,409,10.25062656641604
Tripura,2527,745,29.481598733676297
Uttar Pradesh,7534,1473,19.551367135651713
Uttarakhand,1439,330,22.932592077831828
Tripura,7534,1719,22.816564905760554
Madhya Pradesh,6130,929,15.154975530179446
Maharashtra,6800,836,12.294117647058824
Odisha,7178,1218,16.968514906659237
Manipur,6733,857,12.72835288875687
Manipur,5653,582,10.295418361931716
Rajasthan,9301,1949,20.95473604988711
Haryana,1512,427,28.240740740740737
Telangana,7245,1071,14.782608695652174
Madhya Pradesh,8047,1462,18.16826146389959
Kerala,2740,772,28.175182481751825
Sikkim,4864,683,14.041940789473683
West Bengal,741,123,16.599190283400812
Madhya Pradesh,5947,1761,29.611568858247857
Meghalaya,2074,543,26.18129218900675
Telangana,2479,644,25.978217022993142
Kerala,6205,1430,23.045930701047542
Maharashtra,1714,272,15.869311551925321
Manipur,4238,1178,27.79613025011798
Odisha,4325,692,16.0
Chhattisgarh,2734,815,29.809802487198244
Arunachal Pradesh,1506,270,17.928286852589643
Nagaland,3307,757,22.890837617175688
Nagaland,7994,2046,25.594195646735052
Telangana,8758,2197,25.085635989952042
Uttar Pradesh,2853,602,21.100595864002806
Mizoram,4033,520,12.893627572526656
Jharkhand,8359,1156,13.829405431271683
Uttarakhand,6419,1628,25.36220595108272
Mizoram,9565,1404,14.678515420805018
Assam,1371,393,28.665207877461707
Meghalaya,2195,618,28.154897494305235
Nagaland,9734,2637,27.090610232175877
Rajasthan,6599,885,13.411122897408697
Gujarat,5037,1502,29.81933690688902
Andhra Pradesh,6990,2005,28.683834048640914
Gujarat,7783,1003,12.887061544391623
Madhya Pradesh,905,219,24.19889502762431
Tamil Nadu,5480,1120,20.437956204379564
Meghalaya,7487,971,12.96914652063577
Karnataka,3863,796,20.605746828889465
Assam,2518,376,14.932486100079428
Himachal Pradesh,6257,1044,16.685312450055935
Gujarat,9524,2146,22.53254934901302
Tamil Nadu,7372,828,11.2316874660879
Sikkim,4770,1201,25.178197064989515
Assam,9300,1205,12.956989247311828
Sikkim,4920,1215,24.695121951219512
Andhra Pradesh,3623,755,20.83908363234888
Karnataka,8748,998,11.408321902149062
Madhya Pradesh,9817,1946,19.822756442905167
Bihar,4059,791,19.487558511948755
Jharkhand,2614,534,20.428462127008416
Uttar Pradesh,1045,300,28.708133971291865
Haryana,5581,1511,27.074001075076154
West Bengal,3471,732,21.089023336214346
West Bengal,3425,726,21.197080291970803
Mizoram,4042,919,22.736269173676398
Karnataka,2334,289,12.382176520994003
Chhattisgarh,1530,351,22.941176470588236
Nagaland,7593,1081,14.236797049914395
Bihar,2129,330,15.500234852043212
Goa,2174,251,11.545538178472862
Telangana,1015,196,19.310344827586206
Gujarat,6833,1511,22.113273818235037
West Bengal,6236,750,12.026940346375882
Kerala,9408,970,10.310374149659864
Assam,695,195,28.05755395683453
Haryana,8911,1164,13.062507013803165
Punjab,3324,656,19.7352587244284
Rajasthan,4698,661,14.069816943380161
Jharkhand,4693,721,15.363307053057746
Telangana,7007,1651,23.562152133580703
Andhra Pradesh,8787,1577,17.946967110504154
Mizoram,1169,217,18.562874251497004
Nagaland,8228,1037,12.603305785123966
Himachal Pradesh,5808,839,14.445592286501377
Punjab,7009,1571,22.414039092595235
Sikkim,7748,2060,26.587506453278266
Uttarakhand,4684,669,14.28266438941076
Meghalaya,3962,668,16.860171630489653
Mizoram,3068,389,12.679269882659714
Nagaland,1346,367,27.26597325408618
Karnataka,9391,2796,29.773187094026195
Nagaland,4123,698,16.929420325006063
Bihar,2188,654,29.890310786106035
Haryana,2045,555,27.139364303178482
Jharkhand,8947,1573,17.581312171677656
Bihar,5324,948,17.806160781367392
Haryana,1762,261,14.812712826333712
Mizoram,901,199,22.086570477247502
Assam,8572,2429,28.336444237050863
Chhattisgarh,8803,2545,28.91059865954788
Uttarakhand,1973,200,10.136847440446022
Chhattisgarh,7291,836,11.466191194623509
Gujarat,6920,1801,26.02601156069364
Andhra Pradesh,5494,757,13.778667637422643
Nagaland,3604,424,11.76470588235294
Telangana,3018,405,13.419483101391648
Tamil Nadu,2928,552,18.852459016393443
Sikkim,5118,1026,20.046893317702228
Goa,2514,573,22.79236276849642
Telangana,1404,398,28.347578347578345
West Bengal,2745,535,19.489981785063755
Punjab,2831,836,29.53020134228188
Manipur,2766,542,19.595083152566882
West Bengal,2132,496,23.26454033771107
Tamil Nadu,7196,1126,15.64758198999444
Himachal Pradesh,7688,2303,29.955775234131117
Tripura,4108,494,12.025316455696203
Assam,5908,1109,18.771157752200406
Uttarakhand,3901,608,15.585747244296332
Nagaland,3984,996,25.0
Meghalaya,6135,620,10.105949470252648
Mizoram,7892,1412,17.89153573238723
Himachal Pradesh,6042,830,13.737173121482954
West Bengal,5216,1335,25.594325153374232
Telangana,5609,1311,23.373150294170085
Madhya Pradesh,4281,538,12.567157206260218
Haryana,501,62,12.375249500998004
Madhya Pradesh,9861,2797,28.36426325930433
Andhra Pradesh,6834,1570,22.973368451858356
Rajasthan,9123,1251,13.712594541269318
Kerala,936,201,21.474358974358974
Kerala,7524,774,10.287081339712918
Himachal Pradesh,2572,707,27.488335925349922
Andhra Pradesh,1593,365,22.912743251726305
Rajasthan,8283,2330,28.12990462392853
Maharashtra,7869,1008,12.80975981700343
Maharashtra,4942,771,15.600971266693648
Goa,4964,869,17.50604351329573
Meghalaya,4954,1215,24.52563584981833
Haryana,3490,1007,28.85386819484241
Odisha,9097,2285,25.118170825546883
Chhattisgarh,5022,871,17.3436877737953
Manipur,4288,1021,23.81063432835821
Madhya Pradesh,3914,656,16.760347470618292
Uttar Pradesh,3592,801,22.29955456570156
Telangana,9469,1552,16.390326328017743
Goa,9304,2214,23.79621668099742
Mizoram,7799,940,12.05282728554943
Chhattisgarh,1245,349,28.032128514056225
Jharkhand,4147,1069,25.777670605256812
Chhattisgarh,6706,924,13.778705636743215
Mizoram,7681,1474,19.190209608123943
Odisha,6091,1054,17.304219340009848
Goa,4978,1177,23.64403374849337
Sikkim,6131,690,11.254281520143532
Manipur,8801,1029,11.69185319850017
Bihar,3851,716,18.59257335756946
Mizoram,9903,2519,25.43673634252247
Andhra Pradesh,1773,258,14.551607445008461
Nagaland,2666,627,23.518379594898725
Uttar Pradesh,731,75,10.259917920656635
Jharkhand,6514,771,11.8360454405895
Odisha,2371,452,19.06368620835091
Arunachal Pradesh,8703,1068,12.271630472250948
Mizoram,718,91,12.674094707520892
Nagaland,7507,1794,23.897695484214733
Madhya Pradesh,7982,987,12.365321974442496
Gujarat,6719,1572,23.396338740884058
Punjab,4725,521,11.026455026455025
Chhattisgarh,5741,947,16.49538407942867
Bihar,3469,1036,29.864514269241855
Gujarat,6930,900,12.987012987012985
Chhattisgarh,1611,456,28.305400372439475
Odisha,5384,1502,27.897473997028232
Punjab,5413,1476,27.267688897099575
Gujarat,5500,982,17.854545454545452
Madhya Pradesh,4916,842,17.12774613506916
Bihar,6550,681,10.396946564885496
Manipur,6490,1702,26.224961479198765
Punjab,4761,1127,23.67149758454106
Tripura,6410,1024,15.975039001560063
Nagaland,3121,633,20.281960909964756
Bihar,6942,1704,24.546240276577354
West Bengal,6559,1932,29.455709711846318
Bihar,9836,2754,27.99918666124441
Arunachal Pradesh,9121,960,10.525161714724263
Sikkim,6793,1822,26.821728249668773
Punjab,6841,914,13.360619792428007
Tamil Nadu,2079,258,12.40981240981241
West Bengal,1035,230,22.22222222222222
Chhattisgarh,9884,991,10.026305139619588
Tripura,8089,1657,20.48460872790209
Sikkim,2468,564,22.852512155591572
Haryana,3355,800,23.84500745156483
Karnataka,6236,627,10.054522129570238
Karnataka,7450,1723,23.12751677852349
Nagaland,7662,1871,24.419211694074654
Uttarakhand,8356,1573,18.82479655337482
Tripura,7540,1891,25.079575596816976
Odisha,6781,1337,19.716855920955613
Mizoram,9456,1759,18.601945854483926
Andhra Pradesh,2192,557,25.41058394160584
Chhattisgarh,7703,1100,14.280150590678955
Assam,4104,1047,25.511695906432745
West Bengal,3834,604,15.753781950965049
Maharashtra,9619,2697,28.038257615136708
Arunachal Pradesh,1741,300,17.23147616312464
West Bengal,2786,702,25.19741564967696
Assam,3969,494,12.446460065507685
Assam,611,171,27.986906710310965
Punjab,1101,297,26.975476839237057
Rajasthan,6986,1935,27.698253650157454
Uttarakhand,5150,1544,29.980582524271842
Madhya Pradesh,9863,2078,21.06864037311163
Haryana,3857,933,24.189784806844695
Sikkim,1258,249,19.793322734499206
Maharashtra,5944,1145,19.26312247644684
Nagaland,1992,317,15.913654618473897
Uttarakhand,2208,305,13.81340579710145
Punjab,1987,447,22.496225465525917
Madhya Pradesh,8688,1544,17.771639042357272
Nagaland,8440,2042,24.194312796208532
Andhra Pradesh,2503,454,18.13823411905713
Arunachal Pradesh,3481,543,15.598965814421142
Chhattisgarh,1844,357,19.36008676789588
Karnataka,5894,1141,19.358669833729216
Karnataka,7275,1658,22.790378006872853
Andhra Pradesh,7191,1336,18.578779029342233
Uttarakhand,2888,775,26.835180055401665
Assam,4177,1113,26.645918123054823
Arunachal Pradesh,8224,1108,13.472762645914397
Maharashtra,9434,2393,25.36569853720585
Punjab,8952,1744,19.481680071492406
Meghalaya,8378,2208,26.354738601098116
Nagaland,2769,599,21.63235825207656
Chhattisgarh,2993,581,19.411961242900098
Haryana,2820,324,11.48936170212766
Sikkim,3934,1108,28.164717844433145
Gujarat,1189,239,20.100925147182505
Jharkhand,524,71,13.549618320610687
Meghalaya,6509,1533,23.55200491626978
Odisha,2044,545,26.663405088062625
Sikkim,9404,1040,11.059123777116122
Karnataka,2132,265,12.429643527204503
Odisha,4852,867,17.868920032976092
Assam,5407,1273,23.543554651377843
Nagaland,762,157,20.603674540682416
Bihar,8132,2362,29.045745204131823
Tripura,4905,680,13.863404689092762
Punjab,9745,2319,23.79681888147768
Mizoram,1241,242,19.50040290088638
Telangana,8823,2493,28.255695341720504
Madhya Pradesh,8788,2242,25.512061902594446
Bihar,916,215,23.471615720524017
Maharashtra,2818,638,22.64017033356991
Tripura,3414,490,14.352665495020503
Assam,8498,2154,25.347140503647918
Rajasthan,8025,2312,28.809968847352025
Bihar,2359,436,18.48240779991522
Nagaland,3457,418,12.091408735898177
Madhya Pradesh,8582,2133,24.854346306222325
Gujarat,3862,846,21.905748316934233
Karnataka,2022,331,16.369930761622157
Karnataka,9144,1034,11.3079615048119
Goa,7231,2039,28.198036232886185
Karnataka,3465,566,16.334776334776336
Himachal Pradesh,6757,1742,25.780671895811754
Meghalaya,6855,880,12.837345003646975
West Bengal,9550,2391,25.036649214659683
Chhattisgarh,2236,232,10.37567084078712
Punjab,4034,566,14.030738720872582
Tamil Nadu,606,66,10.891089108910892
Goa,9157,2338,25.532379600305777
Bihar,1748,404,23.112128146453088
Haryana,5119,1496,29.22445790193397
Tripura,6236,1622,26.010262989095573
Tripura,9014,986,10.938540048812957
Meghalaya,8420,2503,29.72684085510689
Meghalaya,1290,332,25.736434108527135
Karnataka,6840,1093,15.979532163742691
Punjab,6430,1451,22.566096423017107
Maharashtra,2735,536,19.597806215722123
Haryana,8005,1804,22.535915053091816
Tripura,7515,778,10.352628077178975
Goa,8897,2406,27.04282342362594
Haryana,4439,740,16.670421266050912
Odisha,8549,2338,27.348227862907944
Haryana,6126,1443,23.555337904015673
Tripura,1441,346,24.011103400416378
Andhra Pradesh,4903,1230,25.08668162349582
Madhya Pradesh,2886,293,10.152460152460153
Haryana,1419,393,27.695560253699792
Rajasthan,3838,696,18.134445023449715
Himachal Pradesh,4417,1154,26.126330088295223
Meghalaya,6599,1005,15.229580239430215
Rajasthan,1664,209,12.560096153846153
Chhattisgarh,7676,1061,13.822303282959874
Karnataka,2535,341,13.451676528599604
Mizoram,3441,988,28.712583551293232
Rajasthan,5370,754,14.04096834264432
Uttarakhand,1939,317,16.34863331614234
Himachal Pradesh,9579,1266,13.216410898841216
Mizoram,9353,1110,11.867849887736554
Manipur,769,103,13.394018205461638
Andhra Pradesh,7995,888,11.106941838649156
Rajasthan,1825,209,11.452054794520548
Telangana,1040,234,22.5
Meghalaya,5006,818,16.340391530163803
Madhya Pradesh,806,222,27.543424317617866
Punjab,8610,1822,21.16144018583043
Telangana,9825,2519,25.638676844783713
Telangana,7437,1102,14.817802877504372
Assam,6150,925,15.040650406504067
West Bengal,5514,1474,26.731955023576354
Maharashtra,8127,1896,23.329641934293097
Assam,3226,714,22.13267203967762
Nagaland,7909,811,10.254140852193704
Telangana,9226,2075,22.490786906568395
West Bengal,6257,1710,27.329391081988174
Maharashtra,4405,956,21.70261066969353
Mizoram,7566,1029,13.600317208564631
Telangana,5267,698,13.25232580216442
Goa,6535,1764,26.993114001530223
Uttar Pradesh,1457,225,15.442690459849004
Haryana,8191,1970,24.05078744963985
Arunachal Pradesh,7023,1047,14.908158906450236
Nagaland,1709,261,15.272088940901114
Assam,3333,348,10.441044104410441
Rajasthan,5724,1108,19.3570929419986
Arunachal Pradesh,6399,1650,25.78527894983591
Chhattisgarh,8216,1087,13.230282375851996
Sikkim,9921,1321,13.315190001007963
Himachal Pradesh,4860,1427,29.362139917695472
Odisha,819,154,18.803418803418804
Arunachal Pradesh,6618,1791,27.062556663644603
Tamil Nadu,6365,1614,25.35742340926944
Bihar,8776,2489,28.36144029170465
Mizoram,9135,2446,26.776135741652986
Bihar,3611,553,15.314317363611188
Uttar Pradesh,7110,1572,22.109704641350213
Goa,7883,1878,23.823417480654573
Arunachal Pradesh,6952,1276,18.354430379746837
Bihar,1060,122,11.50943396226415
Haryana,1527,166,10.870988867059594
Arunachal Pradesh,2558,265,10.35965598123534
Arunachal Pradesh,6932,825,11.90132717830352
Haryana,9865,2518,25.52458185504308
Uttar Pradesh,4509,896,19.871368374362387
Chhattisgarh,7778,1807,23.232193365903832
Maharashtra,4821,1102,22.858328147687203
Madhya Pradesh,3776,528,13.983050847457626
Odisha,9256,2034,21.974935177182367
West Bengal,3038,358,11.784068466096116
Andhra Pradesh,6311,735,11.646331801616226
Kerala,2896,752,25.96685082872928
Punjab,7429,1459,19.63925158163952
Assam,9602,1643,17.111018537804622
Maharashtra,513,92,17.93372319688109
Chhattisgarh,4362,868,19.899128839981657
Mizoram,3816,731,19.156184486373164
Mizoram,7601,1888,24.83883699513222
Karnataka,8012,1284,16.02596105841238
Uttar Pradesh,7058,2076,29.41343156701615
Kerala,9598,998,10.397999583246511
Bihar,5239,1297,24.756632945218556
Himachal Pradesh,9701,2802,28.883620245335536
Punjab,7700,787,10.220779220779221
Manipur,8219,1754,21.34079571724054
Andhra Pradesh,6370,767,12.040816326530612
Rajasthan,9032,1280,14.1718334809566
Rajasthan,1230,229,18.617886178861788
Andhra Pradesh,6045,1032,17.07196029776675
Assam,4819,1118,23.19983399045445
Kerala,1788,220,12.304250559284116
Goa,5029,1474,29.310001988466894
Sikkim,8053,2045,25.394263007574818
Tripura,1732,297,17.147806004618936
Assam,5704,1448,25.385694249649372
Haryana,6268,1141,18.203573707721763
Madhya Pradesh,2840,366,12.887323943661972
Kerala,2223,563,25.326135852451642
Punjab,8927,1123,12.57981404727232
Tamil Nadu,4704,1083,23.022959183673468
Arunachal Pradesh,9987,2209,22.118754380694902
Mizoram,4237,898,21.194241208402172
Odisha,6386,1010,15.815847165674915
Odisha,3366,417,12.388591800356506
Manipur,802,168,20.947630922693268
Sikkim,8822,1748,19.814101110859216
Meghalaya,3733,387,10.366997053308332
Meghalaya,5072,1151,22.693217665615144
Goa,5198,1061,20.411696806464025
Arunachal Pradesh,8349,926,11.091148640555755
Karnataka,1934,374,19.33815925542916
Assam,4028,1140,28.30188679245283
West Bengal,911,172,18.88035126234907
Himachal Pradesh,7818,1070,13.686364799181378
Telangana,3788,412,10.876451953537487
Punjab,9056,1863,20.571996466431095
Meghalaya,6472,1344,20.7663782447466
Haryana,7913,1452,18.34955137116138
Madhya Pradesh,7915,1384,17.4857864813645
Bihar,7390,1787,24.181326116373477
Arunachal Pradesh,4816,833,17.296511627906977
Mizoram,8629,1832,21.230733572835785
Nagaland,8761,1834,20.93368336947837
Mizoram,1696,424,25.0
Tripura,2149,468,21.777570963238716
Tripura,2284,488,21.36602451838879
Uttarakhand,9184,2308,25.130662020905923
Goa,6766,932,13.774756133609223
Punjab,3940,474,12.030456852791877
Uttarakhand,5998,936,15.605201733911302
Karnataka,914,190,20.787746170678336
Punjab,8980,2043,22.75055679287305
Nagaland,1865,258,13.83378016085791
Maharashtra,4457,538,12.070899708323985
Andhra Pradesh,8520,1761,20.669014084507044
Tamil Nadu,5957,1180,19.80862850428068
Arunachal Pradesh,3717,1064,28.625235404896422
Gujarat,7999,964,12.051506438304788
Jharkhand,4998,680,13.60544217687075
Goa,6509,1672,25.687509602089413
Madhya Pradesh,5422,594,10.955367023238658
Karnataka,8022,1463,18.237347294938917
Telangana,9063,2079,22.93942403177756
Mizoram,9661,1650,17.07897733153918
West Bengal,4531,827,18.252041491944382
Nagaland,5597,1234,22.04752546006789
Chhattisgarh,6183,646,10.448002587740579
Uttar Pradesh,6296,1122,17.820838627700127
Manipur,1188,320,26.936026936026934
Maharashtra,8917,979,10.979028821352472
Sikkim,4991,909,18.21278300941695
Nagaland,5013,633,12.627169359664872
Gujarat,8658,930,10.741510741510742
Karnataka,3219,602,18.701460080770428
Goa,5835,607,10.402742073693231
Chhattisgarh,4403,883,20.05450828980241
Chhattisgarh,4105,840,20.46285018270402
Rajasthan,1166,280,24.013722126929675
Telangana,7896,2299,29.116008105369808
Odisha,3042,602,19.789612097304403
Odisha,6653,680,10.220952953554788
Tamil Nadu,1335,173,12.95880149812734
Sikkim,7925,792,9.993690851735016
Karnataka,8214,1985,24.166057949841736
Kerala,1493,406,27.193569993302074
West Bengal,7587,946,12.468696454461579
West Bengal,2558,672,26.270523846755278
Manipur,1773,380,21.432600112803158
Punjab,4218,546,12.944523470839261
Mizoram,1017,268,26.352015732546707
Tripura,2846,519,18.236120871398455
Tripura,8890,1595,17.94150731158605
Arunachal Pradesh,7773,1188,15.28367425704361
Himachal Pradesh,2202,432,19.618528610354225
Haryana,3065,690,22.512234910277325
Goa,5936,819,13.797169811320757
Meghalaya,3218,657,20.416407706650094
Telangana,5167,1212,23.456551190245793
Jharkhand,8700,2429,27.919540229885058
Rajasthan,5811,990,17.036654620547235
Andhra Pradesh,7877,1984,25.187254030722357
Telangana,9067,1050,11.580456600860263
Manipur,2122,271,12.770970782280866
Assam,3048,885,29.03543307086614
Punjab,4434,967,21.80875056382499
Uttar Pradesh,4602,1230,26.727509778357234
Sikkim,7690,1452,18.881664499349803
Chhattisgarh,2558,304,11.884284597341674
Andhra Pradesh,5264,589,11.189209726443769
West Bengal,5703,818,14.343328072944065
Uttarakhand,7015,1683,23.99144689950107
Rajasthan,4775,1151,24.104712041884817
Goa,6887,975,14.157107594017715
Uttarakhand,4178,984,23.551938726663476
Tripura,4722,1408,29.81787378229564
Nagaland,9999,1082,10.82108210821082
Chhattisgarh,8739,1679,19.212724568028378
Tripura,1454,331,22.764786795048142
Andhra Pradesh,5458,1369,25.082447783070723
Nagaland,1660,229,13.795180722891567
Nagaland,2177,304,13.964170877354157
Himachal Pradesh,5914,1603,27.105174163003042
Jharkhand,9370,1872,19.978655282817503
Chhattisgarh,1310,204,15.572519083969466
Jharkhand,5402,1544,28.582006664198445
Madhya Pradesh,9129,1486,16.277796034614962
Mizoram,1890,339,17.936507936507937
Bihar,2150,553,25.720930232558135
Andhra Pradesh,1941,497,25.6053580628542
Manipur,8780,2216,25.239179954441916
Telangana,4297,548,12.75308354666046
Andhra Pradesh,6897,2061,29.882557633753805
Tripura,6274,1712,27.28721708638827
Kerala,2629,659,25.06656523392925
Arunachal Pradesh,1459,350,23.989033584647018
Odisha,6016,1659,27.576462765957448
Manipur,1050,118,11.238095238095239
Madhya Pradesh,7121,1954,27.439966296868416
Himachal Pradesh,8519,2420,28.407090034041556
Goa,6163,1510,24.501054681161772
Tripura,5597,1408,25.156333750223336
Assam,5464,1242,22.73060029282577
Nagaland,2367,477,20.15209125475285
Meghalaya,6651,1138,17.110208991129152
Bihar,1593,340,21.343377275580664
Sikkim,833,135,16.206482593037215
Mizoram,4054,767,18.91958559447459
Odisha,930,193,20.75268817204301
Goa,5652,1042,18.43595187544232
Tripura,8704,2382,27.36672794117647
Tamil Nadu,5713,974,17.048835988097323
Odisha,7742,2164,27.951433738052184
Haryana,7646,1659,21.697619670415904
Telangana,7485,1039,13.881095524382097
Nagaland,2853,510,17.875920084121976
Uttarakhand,5639,1010,17.910977123603473
Tripura,3786,387,10.22187004754358
Chhattisgarh,5552,1389,25.01801152737752
Maharashtra,2022,280,13.847675568743817
Uttar Pradesh,4782,613,12.818904224173986
Uttarakhand,3824,1128,29.497907949790797
Punjab,6276,864,13.766730401529637
Meghalaya,3334,535,16.046790641871624
Punjab,578,98,16.955017301038062
Manipur,1274,269,21.114599686028257
Odisha,7523,2116,28.12707696397714
Uttar Pradesh,2743,366,13.343055049216188
Andhra Pradesh,3642,540,14.827018121911037
West Bengal,8554,2507,29.307926116436754
Chhattisgarh,4305,1053,24.459930313588853
Gujarat,3751,653,17.40869101572914
Rajasthan,5455,1591,29.16590284142988
Madhya Pradesh,2062,228,11.057225994180406
Bihar,8413,2490,29.597052181148225
Odisha,8495,1203,14.161271336080047
Maharashtra,9617,2640,27.451388166787982
Punjab,8356,2112,25.27525131641934
Nagaland,3889,1056,27.15350989971715
Arunachal Pradesh,4272,1091,25.538389513108616
Odisha,5101,1332,26.11252695549892
Madhya Pradesh,4687,903,19.26605504587156
Meghalaya,7329,1575,21.48997134670487
West Bengal,613,106,17.29200652528548
Haryana,4994,1308,26.191429715658792
Assam,3384,887,26.21158392434988
Haryana,6046,1070,17.697651339728747
Maharashtra,1320,395,29.924242424242426
Mizoram,9894,1682,17.000202142712755
Arunachal Pradesh,8812,1297,14.718565592374036
